name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,longBusinessDescription,linkedin
Abzu,https://www.eu-startups.com/directory/abzu/,Denmark,"Abzu is a deeptech startup born from the desire to challenge the fundamental assumptions of contemporary, black box artificial intelligence. Abzu’s artificial intelligence accelerates analysis and insights through transparent and explainable models and aims to inspire data scientists to be more scientific.",Copenhagen,"Artificial Intelligence, Data, Analysis",Between €5 million-€10 million,2018,http://abzu.ai/,,DK,,
Likvido,https://www.eu-startups.com/directory/likvido/,Denmark,"Likvido provides SMEs with a platform for automating the invoice management and the collection processes in a user-friendly way. The prediction engine enable the company to forecast the risk and cash flow for each specific invoice. By understanding real-time transactional risk for all transactions, they will long term be able to offer financing and credit insurance for SMEs.",Copenhagen,"Accounting, Debt Collections, Financial Services, FinTech",Between €2.5 million-5 million,2018,www.likvido.com,,DK,,
DecorRaid,https://www.eu-startups.com/directory/decorraid/,Denmark,DecorRaid Swipeshop is the new way to shop interior online. With the help of Machine Learning we find the perfect interior match for you. Try our app today DecorRaid Swipeshop.,Aarhus,"Furniture Industry, Machine Learning, ecommerce, digital storytelling",No funding announced yet,2018,www.decorraid.com,,DK,,
Jumpstory,https://www.eu-startups.com/directory/jumpstory/,Denmark,"JumpStory reinvents the photo & video industry and lets Marketers everywhere access the world’s best visuals in one click. JumpStory is the world’s first platform, where you only get high-performing images instead of millions of dull and boring stock photos.Using machine learning (AI) we optimize our image library to show you purely images with impact – improving your results in communication & marketing by up to 80%.",Højbjerg,"Digital Marketing, Photo Editing, Photography, Software",,2018,jumpstory.com,,DK,,
GRIM,https://www.eu-startups.com/directory/grim/,Denmark,"GRIM fights food waste by creating a marketplace for ugly and surplus fruits and vegetables. We source the organic and seasonal produce directly from farms and deliver both to private consumers as well as food businesses. With our food box subscription we make it easy for people to eat less wastefully and more healthily, and by delivering to food businesses we help to make their sourcing sustainable and fully transparent.",Copenhagen,"Marketplace, food waste, sustainability",,2018,eatgrim.com/,,DK,,
Good Monday,https://www.eu-startups.com/directory/good-monday/,Denmark,"A well-managed office increases effectivity, raises morale and inspires great work culture. But, managing the office is time consuming and involves stressful coordination and administration of many services and putting out fires, thus robbing management and employees of their valuable time. The Good Monday platform allows access to a personal dashboard on the go, giving a full overview of services, expenses and orders. Now you can focus on running your business and not the office.",Copenhagen,"Business Development, Innovation Management, Office Administration",,2018,www.goodmonday.io/,,DK,,
We Care,https://www.eu-startups.com/directory/we-care/,Denmark,"We.Care was founded in 2018 by experienced enthusiasts, business people and licensed psychologists.
The founder is named Linisha Palm, and together with a handful of dedicated psychologists and staff, she forms the heart and brain of We.Care. Her idea to start a Danish opportunity for online psychological help arose when one day she was sitting and had a sudden need to talk to someone about a problem.
The vision behind We.Care is therefore that it should be easier for all Danes to get psychological help. Because far too many people need someone to talk to about their mental challenges without it happening. Some have difficulty getting outside their own door due to  anxiety . Someone has trouble getting time for a psychologist due to career bustle. Someone has no surplus to find a psychologist because of stress. And many are stopped because long waits do not work when you need help here and now.

We.Care ambition is to help as many Danes as possible to get better. And we have both the will in our hearts and the capital in our backs to make it a success",Copenhagen,"Mental health, Denmark, Challenges",,2018,https://we.care/,,DK,,
Wedio,https://www.eu-startups.com/directory/wedio-2/,Denmark,Your local camera sharing community,"Aarhus, Århus, Denmark","Film Production, Marketplaces, Film Making",,2018,https://www.wedio.com,,DK,"Wedio is the fastest-growing European camera-sharing community for Filmmakers and Photographers. We make it up to 50% cheaper to rent video equipment on a daily, weekly, and monthly basis — with global insurance.
We make renting easy. By promoting the listed gear and handling the formalities we encourage convenience towards our lenders. By gathering the supply of local gear in one marketplace, creators can make quick and informed decisions when renting. At the same time, Wedio provides creators with the opportunity to expand their network, and to interact with and help other like-minded artists.
Our mission is to keep great stories alive. We achieve this by offering the tools and services that benefit creators so that they can focus on their craft. We believe that visual content plays a crucial role in the future of communication, and thereby we have a vision of becoming the preferred global community for creators.
Welcome to Wedio.",
Seasony,https://www.eu-startups.com/directory/seasony/,Denmark,"Seasony is an AgTech/Robotics company helping vertical farmers and greenhouse operators reduce their labor costs and improve their business. Vertical farming holds great potential to revolutionize our food industry. Less land use, stable yield, local production, less transportation, and less water are just some of the benefits that this technology offers.",Copenhagen,"AgTech, Robotics, Vertical Farming",Between €1 million-€ 2.5 million,2018,https://www.seasony.io/,,DK,,
BunkerMetric,https://www.eu-startups.com/directory/bunkermetric/,Denmark,"We bring the power of advanced analytics to the maritime bunkering segment. We offer two products: Bunker Planner for Bunker Buyers, BargeTracker for (physical) Bunker Suppliers. BunkerPlanner is a bunker procurement optimization tool. Based on the most recent bunker pricing and availability information, as well as each vessel's consumption pattern and expected route, BunkerPlanner makes a recommendation on the optimal quantity and type of fuel to lift at each location. We consider a wide range of operational constraints, such as tank capacities, margin requirements, commingling constraints, SECAs, fuel quarantines, and many others. Using sophisticated optimization algorithms, our application crunches through hundreds of alternative bunkering plans, uncovering thousands of dollars in potential savings. Contact us today to arrange a pilot evaluation for your fleet. BargeTracker is a web based analytical IT tool for bunker suppliers, giving them an overview of their market. What is the current status of supply, demand and competition? Answering this based on solid facts, gives a bunker trader the critical insight to optimize the price for a request for quotation, plan stock levels and ultimately improve their company's bottom line. Our tool currently tracks barge activity in ARA, Hamburg, St Petersburg, Piraeus, and Genoa. Request a free trial to explore the functionality of this unique product. The team behind BunkerMetric have deep expertise in, data analysis, optimization, AIS data, and software development and are working in a fast-paced agile fashion with constant focus of bringing value to our clients. We have domain expertise in bunkers, shipping, and LNG.",Kongens Lyngby,"Information Technology, Marine Transportation, Software",No funding announced yet,2018,http://bunkermetric.com/,,DK,,
SHIELD,https://www.eu-startups.com/directory/shield/,UK,"SHIELD is a device-first fraud intelligence platform that helps digital businesses worldwide eliminate fake accounts and stop all fraudulent activity. 

Powered by SHIELD AI, we identify the root of fraud with the global standard for device identification (SHIELD Device ID) and actionable fraud intelligence, empowering businesses to stay ahead of new and unknown fraud threats.

We are trusted by global unicorns like inDrive, Alibaba, Swiggy, Meesho, TrueMoney, and more. With offices in San Francisco, London, Berlin, Jakarta, Bengaluru, Beijing, and Singapore, we are rapidly achieving our mission - eliminating unfairness to enable trust for the world.

For more information, visit shield.com",London,"Fraud Detection, Fraud Prevention, Risk Intelligence,",Between €1 million-€ 2.5 million,2008,https://shield.com/,Active,UK,,https://www.linkedin.com/company/shield/
Turis,https://www.eu-startups.com/directory/turis/,Denmark,"A B2B eCommerce platform designed to give all companies, no matter how small or large, a true online shopping experience. Because all companies deserve the benefits of digitalizing their B2B sales. Our core team is based in central Copenhagen, Denmark. Automate wholesale order handling and simplify retailer management with countless integrations. Online eCommerce B2B platform made affordable. Simple setup and easy-to-use, for you and your retailers. Turis is a digital B2B wholesale and insights platform dedicated to removing the burden of manual order input and providing rich and actionable insights to make your business perform better. Turis help businesses work smarter, by providing a seamless online platform enabling scalability, flexibility as well as workflow optimization.",Copenhagen,"Software, SaaS, B2B Sales Optimization",No funding announced yet,2018,https://turis.app/,,DK,,
hococo,https://www.eu-startups.com/directory/hococo/,Denmark,"Hococo was founded in 2018 by Katrine Larsen, William Shaw and Peter B. Andreasen. 2019 Caspar Kjellberg joined the team as the system architect and a partner. At the moment the company is rapidly growing and can be found in the new office location in Islands Brygge. Hococo is a simple and intuitive tenant support & experience platform that ensures great tenant communication with state of the art digital solutions. Hococo is an all-in-one service and communication platforms that connects tenants and landlords ensuring high efficiency and satisfaction for all. We help landlords build great tenant experiences with a service & communication platform designed for modern properties.",Copenhagen,"Apps, E-Commerce, Information Technology, Internet",Between €2.5 million-5 million,2018,https://hococo.io,,DK,,
Slicki,https://www.eu-startups.com/directory/slicki/,Denmark,"Slicki lets you create and maintain wiki pages linked to Slack channels. Use it as an intranet, as product documentation, or as a place to store things you shouldn't forget. It's a great way to build documentation from conversation, and to easily store and retrieve information relevant to certain groups in an organization. Slicki is a modern wiki, built with conversation in mind. And unlike many other Slack-aware wikis, Slack integration in Slicki is not a simple afterthought that only lets you search through chat. Slicki builds on your existing Slack structure: For each Slack channel, you can create or retrieve the associated Slicki wiki page with a simple ""/slicki"" command. At your Slicki site - https://teamname.slicki.wiki - you will be able to access your Slicki pages in structure resembling your Slack channel structure. This way, Slicki allows you to leverage your existing conversational structures and your users. It allows you access to create and modify pages directly from Slack, and collaborate on documents in real time with other Slack users. Build, maintain, structure and connect information accessible from where your users already work.",Aalborg,"Information Technology, Office Administration, SaaS",No funding announced yet,2018,https://www.slicki.wiki,,DK,,
Integrator,https://www.eu-startups.com/directory/integrator/,Denmark,"We integrate systems to ensure data quality and to support truly data driven companies. With more than 15 years of development experience within Microsoft stack of technologies we deliver solutions within Integration, Business Intelligence and Microsoft development.

Our #1 mission is to help SMEs with intelligent solutions and accelerate their business by using data driven business decisions. We link you and your data together, so you can turn data insights into results. 

To us, finding a solution that matches your business comes first. Finding the technology that fits comes after – not the other way around. Our team can assist you in every step of the process – right from guidance to education – to ensure that you get the results you want.",Copenhagen,"Analytics, Business Intelligence, Information Technology, Software",No funding announced yet,2018,https://www.integrator.dk/,,DK,,
Willmach,https://www.eu-startups.com/directory/willmach/,Denmark,"Willmach is a global venture capital firm that provides early-stage capital and expertise to outstanding founder teams who are building unique, transformative companies. Our focus is on pre-seed to round A financing, supporting startups created in Europe & Asia. We are sector-agnostic, but we do have a preference for evergreen themes like Enterprise IT & SaaS, Consumer Internet, eCommerce, and HealthTech. ""We provide capital and expertise to outstanding founder teams, who are building unique, transformative companies, based in Europe and Asia, regardless of sector"".",Copenhagen,"Financial Services, Venture Capital, Private Equity Principals",No funding announced yet,2018,https://willmach.com/,,DK,,
GrowthBond,https://www.eu-startups.com/directory/growthbond/,Denmark,"GrowthBond helps small businesses in Africa by providing growth capital for Facebook marketing. We target the 80 million small businesses that have a Facebook page but lack the access to finance and skills to reach the potential 2B online customers. We're building an automated system for SMEs to apply with their Facebook advertising account, get funding disbursed based on the performance of their advertising campaigns, and collect repayments from their payment gateway.",Copenhagen,"Financial Services, Advertising, Internet Marketing",No funding announced yet,2018,https://www.growthbond.co/,,DK,,
Valified,https://www.eu-startups.com/directory/valified/,Denmark,"Drive tangible savings to your bottom line in weeks versus months using Valify, the only SaaS analytics and benchmarking tool for Purchased Services. Leave manual data aggregation behind. Automate the discovery of opportunity and begin tracking performance so your team can focus on realizing savings. GetValify.com.",Copenhagen,"Customer Service, Finance, Financial Services, FinTech",No funding announced yet,2018,https://www.valified.com,,DK,,
Sundew,https://www.eu-startups.com/directory/sundew/,Denmark,"Sundew is developing cost-effective, environmentally benign biotechnologies to target water-borne pests, diseases and invasive species. Sundew is a biotechnology company that provides biological services for the treatment of aquatic pests and diseases. The company was founded in 2018 and is headquartered in Copenhagen,",Copenhagen,"Agriculture, Aquaculture, Biotechnology",Between €2.5 million-5 million,2018,https://www.sundew.bio,,DK,,
Yorker,https://www.eu-startups.com/directory/yorker/,Denmark,"Yorker is an online challenger bank that offers commercial loans to smaller companies without a mortgage claim. It wants to make it much easier for small and medium-sized enterprises (SMEs) to access financing in the form of corporate loans. It, therefore, offers a full online solution that makes it easy to apply, get answers quickly and at competitive and transparent prices. Yorker was started by Peter Krabbe in 2019. It is headquartered in Copenhagen, Denmark.",Copenhagen,"Financial Services, FinTech, SMEs",Between €1-€100K,2018,https://www.yorker.dk,,DK,,
Smallbrooks,https://www.eu-startups.com/directory/smallbrooks/,Denmark,"Smallbrooks is a Danish IT-company specialising in the building of crowdfunding platforms. The name Smallbrooks refers to a Danish saying which roughly translates to “many small brooks make a large creek”. It represents the idea behind crowdfunding: many small contributions can make a large difference. A Smallbrooks crowdfunding platform has built-in functionality for the four largest types of crowdfunding: Donations, reward, debt and equity crowdfunding. Besides this it can of course be adapted to fit your organisation’s needs.",Copenhagen,"IT, crowdfunding",No funding announced yet,2018,[email protected],,DK,,
Sonohaler,https://www.eu-startups.com/directory/sonohaler/,Denmark,"Founded in 2018 to improve the lives of people with asthma, Sonohaler is a digital health company headquartered in Copenhagen, Denmark. Sonohaler’s digital asthma management platform simplifies how people with asthma understand and manage their condition. Unlike more complex connected solutions, Sonohaler’s inhaler caps are non-electronic and work through sound, making it easier to take charge of asthma.",Copenhagen,"Health Care, Medical Device",No funding announced yet,2018,https://www.sonohaler.com/,,DK,,
Skattestyrelsen,https://www.eu-startups.com/directory/skattestyrelsen/,Denmark,"The task of the Danish Tax Agency is to ensure that citizens and companies pay correct taxes and fees on time. We have a total of 3,700 employees throughout the country, and in the coming years we will be hiring a lot of new colleagues with many different competencies. Citizens and businesses must experience proper, reliable and future-proof tax administration. That is why we emphasize that our employees and managers have a strong professionalism. At sktst.dk/job you can see our vacancies and get closer to the Danish Tax Agency as a workplace.",Kobenhoved,"Financial Services, Government, Non Profit",No funding announced yet,2018,https://www.sktst.dk,,DK,,
ShopBetter ApS,https://www.eu-startups.com/directory/shopbetter-aps/,Denmark,"ShopBetter is the only online shopping experience you will ever need. E-commerce made easy for the user, with great products at affordable prices, auctions, VIP discounts, easy-to-use responsive design etc.ShopBetter also comes in a White Label solution (B2B), should you as a merchant be interested in setting up your very own and unique webshop.",Aalborg,"Consumer Goods, E-Commerce, Retail, Wholesale",No funding announced yet,2018,https://www.shopbetter.dk/,,DK,,
Original Interior,https://www.eu-startups.com/directory/original-interior/,Denmark,"Original Interior! Original is a design company based on cabinet-made kitchen solutions. Our purpose is to find the balance between the beautiful and the uniquely customized, where we will reintroduce customization. With a beating heart and a passion for beauty, quality and aesthetics, we design kitchens and interiors that can be adapted to every home. We speak to the individual and recognize that a home must be unique. Step into a world where design and uniquely adapted kitchens and interiors go hand in hand, where design is a matter of course and where detail is entirely up to you. With us, cabinet-made solutions must not cost a fortune. We challenge the “status quo” by seeking new and sustainable paths with a local and present mindset. The majority of our production is in Denmark, where we collaborate with experienced furniture and machine carpenters. We pass on the best from a proud and traditional subject, and merge with modern machine technology. Thus, we achieve flexibility in our production, and create carpentry kitchens at democratic prices. Welcome to Original Interior, we look forward to inviting you into our exclusive kitchen universe.",Hovedstaden,"Furniture, Home Improvement, Interior Design",No funding announced yet,2018,https://www.originalinterior.dk/,,DK,,
Paragit Solutions,https://www.eu-startups.com/directory/paragit-solutions/,Denmark,"Paragit Solutions develops novel systems for implementing remote patient monitoring and data-driven clinical disease management within movement disorders. The Paragit Sleeve uses a patented sEMG (electromyography) system to collect highly sensitive and stable data on muscle activation, movement, and grip force from patients during daily life. The company offers 2 software suites to interpret the data: 1) The PD Monitor is developed for caregivers to implement data-driven disease management within Parkinson's disease. The program offers a full overview of the most prevalent motor symptoms including rigidity, tremor, bradykinesia, and treatment-induced dyskinesia. Based on the easy-interpretable visualizations, caregivers can optimize treatment and implement telemedicine. 2) MD Lab is developed for decentralized clinical trials within any movement disorder with symptoms related to muscle function and movement. The software is optimized to explore correlations, compare groups/individuals, and track trends consistently across investigations sites and patients. The user is presented with unique insights into +20 metrics related to disease severity of movement disorders and a powerful API allows easy access to data for further analysis.",Frederiksberg,"Health Care, Medical, Medical Device",No funding announced yet,2018,https://www.paragit.com/,,DK,,
Omnihorse,https://www.eu-startups.com/directory/omnihorse/,Denmark,"Omnihorse is a platform where you can meet others who share the same passion for horses as you. Here you can form new relationships and friendships based on the sport, and share your experiences and interests in a safe community, where the main element is respect for all members.",Copenhagen,"B2C, Consumer Goods, Events, Training",No funding announced yet,2018,https://www.omni-horse.com,,DK,,
Nature Preserve,https://www.eu-startups.com/directory/nature-preserve/,Denmark,Nature Preserve operates as a tech company that re-engineers avoidable food waste into a range of healthy products. It is driven by a mission to minimize waste and maximize access to healthy products. The company was founded in 2018 and is headquartered in Copenhagen K.,"Copenhagen,","Food and Beverage, Health Care, Wellness",No funding announced yet,2018,https://www.naturepreserve.co/,,DK,,
Monthio,https://www.eu-startups.com/directory/monthio/,Denmark,"WHY We are a Fintech company on a mission to redefine the roles of banks and banking services. HOW We deliver ""Open Banking Services"", enabling real-time & automated credit valuation based on advanced financial models and intelligent categorization",Copenhagen,Financial Services,No funding announced yet,2018,https://www.monthio.dk/,,DK,,
Minter Markets,https://www.eu-startups.com/directory/minter-markets/,Denmark,"Minter Markets is a securities broker and multi-asset investing business. The company provides consumers and professional investors, active traders, investment businesses, and proprietary trading groups with trading, investment advice, market research, and analysis.",Kobenhoved,"Consulting, Market Research, Risk Management, Trading Platform",No funding announced yet,2018,https://www.mintermarkets.com,,DK,,
Lophora,https://www.eu-startups.com/directory/lophora/,Denmark,"Lophora is a drug-development start-up developing new rapid-acting drugs for central nervous system diseases including treatment-resistant depression. The company has identified and patented a new class of proprietary ligands that share a pharmacological profile with psilocybin, which has shown promising clinical results in the treatment of depression. Founded in 2018 Lophora has successfully finished initial characterization of its lead-candidate through funding granted by the BioInovation institute (Novo Nordisk Foundation) and plan to begin first-in-human trials by 2023. Lophora is currently focusing on Treatment-Resistant Depression, but clinical data suggests that the new drug class will be applicable to the treatment of other CNS disorders including anxiety, PTSD and substance abuse. Lophora holds a unique position in the market for anti-depressant therapies of the future. The company seeks to mature lead-candidate LPH-5 through pre-clinical operations, toward IND status by the end of 2022. Given our unique technology and knowledge of the field, we are confident that we are moving ahead of a global market shift towards Psychedelic-assisted therapy as a treatment for CNS disorders.",Copenhagen,Biotechnology,No funding announced yet,2018,https://www.lophora.com/,,DK,,
Lab08,https://www.eu-startups.com/directory/lab08/,Denmark,"At Lab08, we are a team of experienced developers joining forces with innovators who aspire to build products with a positive impact on the world. Our people are our greatest asset. So, when you come to work with us, we make sure you get to focus on one product and develop your best from start to finish.","Information Technology, Software","Information Technology, Software",No funding announced yet,2018,https://www.lab08.com/,,DK,,
Legal Monster,https://www.eu-startups.com/directory/legal-monster/,Denmark,Legal Monster enables companies to become data citizens and makes it effortless to do business in a global world. Legal Monster is helping companies to become amazing data citizens by making marketing consent and privacy compliance simple. Become an amazing data citizen with Legal Monster. Simple no-brainer privacy compliance.,Copenhagen,"Big Data, Compliance, Consulting, Information Technology, Legal, Location Based Services, Privacy, Professional Services, Software",No funding announced yet,2018,https://www.legalmonster.com/,,DK,,
Lendo,https://www.eu-startups.com/directory/lendo/,Denmark,"Lendo is a comparison service for loans that gives Danish consumers the opportunity to easily obtain and compare loan offers from a number of banks and lenders. Lendo's mission is to help Danes get better loans. We want to change the balance of power in the loan market, so that it is the customers who are strongest. We want to intensify competition between banks and lenders so that they are the ones fighting for customers. We want to create transparency in the loan market and make it easy for the consumer to obtain and compare loan offers, so that you do not have to be in doubt that you have chosen the best deal. We are always on the customer's side and work continuously to ensure the consumer the best loans. Our service is free and no extra fees or interest surcharges are charged to customers when they use Lendo - just as they will never be able to obtain better loan offers by contacting the banks Lendo cooperates directly with. Lendo has already helped over a million consumers in the Nordic region to save money in connection with borrowing. Lendo was founded in Sweden in 2007 and is today the largest comparison service for loans in both Sweden and Norway, just as Lendo has made great progress in the Finnish market since its introduction in 2015. Lendo is owned by the Norwegian media group Schibsted.",Copenhagen,"Financial Services, Lending, Professional Services",No funding announced yet,2018,https://www.lendo.dk/,,DK,,
Esbjerg,https://www.eu-startups.com/directory/esbjerg/,Denmark,"iBob.dk is an online retailer of original and compatible ink cartridges and toner for printers from high end brands like HP, Brother, Canon etc. Their target market is private consumers and small businesses. It is a print specialist headquartered in Denmark.",Esbjerg,"Consumer Electronics, E-Commerce, Printing",No funding announced yet,2018,https://www.ibob.dk,,DK,,
Impact Extend,https://www.eu-startups.com/directory/impact-extend/,Denmark,"IMPACT Extend is a sister company to IMPACT A/S, and together we are helping large, international customers in Cross Cloud setups for e.g., Hummel and Ball Group. n IMPACT Extend, we have a strong focus on the way we work together and how we ensure a balanced mental and financial surplus. We believe that good, strong relationships are the key to employee and customer happiness, work quality and great results. Our mission is ""To unleash potential by developing insightful relationships"" both as individuals, business and society. As data front runners and pioneers, we believe we have a special obligation to make a positive impact on people's everyday life and for the society we are a part of.",Copenhagen,"Digital Marketing, Marketing Automation, SEO",No funding announced yet,2018,https://www.impactextend.dk/,,DK,,
InProTher,https://www.eu-startups.com/directory/inprother/,Denmark,InProTher is developing first-in-class immunotherapies against cancer and has pre-clinical proof of concept for broad and curative cancer therapy. Treated animals eliminate their tumors and become resistant to challenge from administered cancer cells. A combination with immune checkpoint inhibitors makes the effect complete in animal models. InProTher's research is based upon research by Associate Professor Peter Johannes Holst and colleagues and international collaborators.,Copenhagen,"Biotechnology, Immune Oncology, Research",No funding announced yet,2018,https://www.inprother.com/,,DK,,
Hoard,https://www.eu-startups.com/directory/hoard/,Denmark,"Hoard is changing the future of the Gaming Industry. Through revolutionary technology, based on blockchain, Hoard offers a unique value proposition for game players and game developers. It enables them to take advantage of true ownership, virtual exchange and crowdfunding games.",Aarhus,Video Games,No funding announced yet,2018,https://www.hoard.exchange/,,DK,,
Fastspeed,https://www.eu-startups.com/directory/fastspeed/,Denmark,"Fastspeed is DENMARK'S ULTIMATE BROADBAND. We peel off all the superfluous, remove the restrictions and set the broadband free with 1000 Mbit on both coax (cable TV socket) and fiber. We therefore give you maximum speed on your connection at the market's strongest price - regardless of whether you are a private customer, company, get broadband paid by employer, live in a housing or antenna association, as well as in housing companies. Our mission is to provide the best broadband solutions on the market, so you do not have to worry about expensive bills, but can simply enjoy your fast internet. That is why you always get maximum speed at the best prices on the market. In addition, you clearly get the best customer service and experience. We are supremely No. 1 on Trustpilot among all internet providers with several thousand customer reviews. Then choose Fastspeed if you want the best product at the best price with the best customer service. We call it Denmark's ultimate broadband! Check us out at www.fastspeed.dk - we look forward to giving you Denmark's ultimate broadband.",Copenhagen,"Internet, Telecommunications",No funding announced yet,2018,https://www.fastspeed.dk/,,DK,,
Dataverz,https://www.eu-startups.com/directory/dataverz/,Denmark,"Dataverz designs and deploys data-driven IT solutions to support collaboration and innovation. We help our clients build and strengthen their information infrastructures using analytics and data visualisations to enable the exploration & analyses of knowledge architectures. Our mission is to connect people and knowledge through the integration of data acquisition, data analysis and interactive dashboards.",Copenhagen,"Big Data, Data Integration, Information Technology, Software",No funding announced yet,2018,https://www.dataverz.net,,DK,,
Brikk,https://www.eu-startups.com/directory/brikk/,Denmark,"Brikk is a next-generation estate agent and proptech company, that what to gives home sellers a significantly better experience by utilising tech and the use of online, making the selling process much more efficient for agent, buyers and sellers . Brikk is now one of the biggest proptech companies and estate agencies in our first market Denmark as well as the fastest selling and one of the best reviewed ones.",Copenhagen,"Information Technology, Real Estate",Between €1 million-€ 2.5 million,2018,https://www.brikk.dk/,,DK,,
Captego,https://www.eu-startups.com/directory/captego/,Denmark,"At Captego we’re looking to change how inspections are carried out.
With our unique camera-first approach we turn any on-site professional into a field data collector. We’re expanding rapidly in the construction and insurance industries and nimbly moving into other verticals, such as industrial manufacturing. We have a constant focus on providing value and a great experience for our users. Winning the hearts and minds of our customers is our path to success. With more hearts and minds to win in the world, we’re looking to expand rapidly over the coming months both in terms of customers, verticals, product functionality, and team size.",Aarhus,"Logistics, Quality Assurance",No funding announced yet,2018,https://www.captego.com/,,DK,,
Coachr,https://www.eu-startups.com/directory/coachr/,Denmark,"Coachr is a fitness solution app for personal trainers. Trainers nutrition plans, fitness plans, automated client tracking, and personal chat are all included in this app. Finally, a platform for trainers who wants to build a truly powerful business. Manage clients faster than ever, all while keeping them happy as ever.",Hovedstaden,"Fitness, Mobile Apps, Nutrition, Software, Training",No funding announced yet,2018,https://www.coachr.io,,DK,,
Dansk Outlet,https://www.eu-startups.com/directory/dansk-outlet/,Denmark,"Dansk Outlet is not a typical Danish retail clothing chain, and we are proud of that! We are a solid Jutland company with strong values, which we live out every day. We always think and act according to what will be best for our customers, and not based on what fits into strict concepts and systems. Our success rests on good merchandising, price and selection that is tailored to our customers' demands and expectations. In short, we are a franchise concept, and Denmark's cheapest nationwide clothing chain that sells high quality fashion clothing, for the whole family.",Ikast,"Consumer Goods, E-Commerce, Sales",No funding announced yet,2018,https://www.danskoutlet.dk,,DK,,
Arteana,https://www.eu-startups.com/directory/arteana/,Denmark,"Having lived six years in the magnificently beautiful city of Florence, la Dolce Vita and the Mediterranean love for life is in the heart of their Creative Director, Vaseline Cheban ova. A combination of Vaseline Cheban ova's education in footwear design and sustainability and her first-hand experience with the fast fashion industry sparked a dream to catalyze positive change.",Hovedstaden,Fashion,No funding announced yet,2018,https://www.arteanafashion.com/,,DK,,
The Socki Company,https://www.eu-startups.com/directory/the-socki-company/,Denmark,"The Socki Company will present the solution to all customer's concerns. They introduce the snapisnapi system, which will always make the perfect sock match while combined with a wide choice of trendy, wild, joyful, and everyday socks. This revolutionary method is used on all socks from the Socki Company, and the client present sock annoyance will soon be a thing of the past. They will never be missing socks again, andÂ they will always be able to find the right pair in the customer's drawer.",Aarhus,"Consumer Goods, E-Commerce, Fashion, Manufacturing",No funding announced yet,2018,https://sockisocki.com,,DK,,
SteamRex,https://www.eu-startups.com/directory/steamrex/,Denmark,"SteamRex is Denmark's largest mobile car cleaning service, which by using steam cleaning delivers quality-conscious, gentle and environmentally friendly car cleaning - both outside and inside. Easy, convenient and time-saving: We clean your cars where and when it suits you, while the employees do more important things Cleaning adapted to your needs: Basic cleaning, Return preparation, Total preparation and general care of cars - the whole car or just inside or outside High consistent quality : Steam cleaning that removes all dirt and bacteria - provided by certified Service Partners Far more environmentally friendly: Consumption of <5 liters of water per car, no soap, fewer chemicals and no wastewater discharge Easy administration: Fully digital solutions for both the company's administrator (s) and car users.",Rodovre,Automotive,No funding announced yet,2018,https://steamrex.com,,DK,,
Syndicate,https://www.eu-startups.com/directory/syndicate/,Denmark,"We help ambitious companies to develop and unleash their full potential. At Syndicate, we have deep competencies in agile product development. We help with the changes needed to create the best products. Reality calls for new ways of working. We happen to be experts in this. We have assembled an insanely ambitious consulting team with deep competencies in agile product development. Together, we help you get started creating clarity, focus and flow.",Syddanmark,"Business Development, Lead Management, Product Management",No funding announced yet,2018,https://syndicate.dk/,,DK,,
Replay Institute,https://www.eu-startups.com/directory/replay-institute/,Denmark,"Our mission is to empower players – professionals, talents and amateurs – to unleash their full tactical potential. We do so by translating data, video and tactics into actionable insights including intuitive tools to identify, measure and improve tactical skills. We are based at House of Sports (Idrættens Hus) and we are all passionate about either sports or technology – or both.   We work with industry leaders within sport and technology, including DIF, KMD and IBM, and we take pride in our passion to play, invent, implement and making a difference. We are a fast growing and dynamic team with an open-minded, ambitious, get-things-done attitude. We embrace diversity and welcome talents who share our passion for sports tech.",Hovedstaden,"Sports, Virtual Reality",Between €2.5 million-5 million,2018,https://replayinstitute.com/,,DK,,
Reshape Biotech,https://www.eu-startups.com/directory/reshape-biotech/,Denmark,"Reshape Biotech started from Daniel’s time as a bioengineering student, where countless of hours were spent performing tasks, he knew he could automate. The mission is to make automation an everyday thing, where extensive setup or complexity is not a barrier. The best robots are the simplest, and that is what Reshape Biotech has set out to do. We have years of experience in complex systems engineering and building large teams.",Hovedstaden,"Biotechnology, Industrial Automation, Robotics",Between €500K-€ 1 million,2018,https://reshapebiotech.com/,,DK,,
River Stone Biotech,https://www.eu-startups.com/directory/river-stone-biotech/,Denmark,"River Stone is an integrated synthetic biology company. Synthetic Biology is disrupting multiple industries, including pharma biologics. The massive advances in synthetic biology over the past decade mean that creating and producing chemistry using biological approaches is cheaper, faster, more diverse, and more scalable than ever before. They combine state-of-the-art synthetic biology with extensive experience in making, scaling and launching products, with particular expertise in small molecules and ADMET improvement. Our technologies include powerful gene integration tools, analytical systems biology, enzyme design & evolution, strain optimization, fermentation scale-up and DSP.",Hovedstaden,Biotechnology,No funding announced yet,2018,https://riverstonebio.com/,,DK,,
